date,expected_value,preliminary_value,name,confirmed_value
170314,,,,
170314,100,200,銀行券要因,
170314,3700,3000,財政等要因,
170314,3800,3200,資金過不足,
170314,10300,10300,国債買入,
170314,2500,2500,国庫短期証券買入,
170314,,,国庫短期証券売却,
170314,,,国債買現先,
170314,,,国債売現先,
170314,,,共通担保資金供給（本店）,
170314,,,共通担保資金供給（全店）,
170314,,,ＣＰ買現先,
170314,,,手形売出,
170314,-100,-100,ＣＰ等買入,
170314,,,社債等買入,
170314,,,ＥＴＦ買入,
170314,,,Ｊ-ＲＥＩＴ買入,
170314,,,被災地金融機関支援資金供給等,
170314,,,貸出,
170314,500,500,国債補完供給,
170314,,-2700,"-2,700",
170314,,,米ドル資金供給用担保国債供給,
170314,+13200,+10500,小計（除く貸出支援基金）,
170314,,,成長基盤強化支援資金供給,
170314,,,貸出増加支援資金供給,
170314,+0,+0,小計（貸出支援基金）,
170314,+13200,+10500,合計,
170314,+17000,+13700,当座預金増減,
170314,,3277400,当座預金残高,
170314,,2955900,準備預金残高,
170314,,2500600,積み終了先,
170314,,2500600,超過準備,
170314,,321500,非準預先残高,
170314,,,マネタリーベース,
170314,,積み期間（2/16～3/15日）の所要準備額（積数）,積み期間（2/16～3/15日）の所要準備額（積数）,2020800
170314,,積み期間（2/16～3/15日）の所要準備額（１日平均）,積み期間（2/16～3/15日）の所要準備額（１日平均）,72200
170314,,3/15日以降の残り要積立額（積数）,3/15日以降の残り要積立額（積数）,0
170314,,3/15日以降の残り要積立額（１日平均）,3/15日以降の残り要積立額（１日平均）,0
