date,expected_value,preliminary_value,name,confirmed_value
170313,,,,
170313,1100,1200,銀行券要因,
170313,-15300,-16700,財政等要因,
170313,-14200,-15500,資金過不足,
170313,,,国債買入,
170313,,,国庫短期証券買入,
170313,,,国庫短期証券売却,
170313,,,国債買現先,
170313,,,国債売現先,
170313,,,共通担保資金供給（本店）,
170313,1300,1300,共通担保資金供給（全店）,
170313,-1400,-1400,"-1,400",
170313,,,ＣＰ買現先,
170313,,,手形売出,
170313,-600,-600,ＣＰ等買入,
170313,-100,-100,社債等買入,
170313,,,ＥＴＦ買入,
170313,,,Ｊ-ＲＥＩＴ買入,
170313,,,被災地金融機関支援資金供給等,
170313,,,貸出,
170313,300,300,国債補完供給,
170313,,-500,-500,
170313,,,米ドル資金供給用担保国債供給,
170313,-500,-1000,小計（除く貸出支援基金）,
170313,,,成長基盤強化支援資金供給,
170313,,,貸出増加支援資金供給,
170313,+0,+0,小計（貸出支援基金）,
170313,-500,-1000,合計,
170313,-14700,-16500,当座預金増減,
170313,,3263700,当座預金残高,
170313,,2945600,準備預金残高,
170313,,2489000,積み終了先,
170313,,2489000,超過準備,
170313,,318100,非準預先残高,
170313,,,マネタリーベース,
170313,,積み期間（2/16～3/15日）の所要準備額（積数）,積み期間（2/16～3/15日）の所要準備額（積数）,2020700
170313,,積み期間（2/16～3/15日）の所要準備額（１日平均）,積み期間（2/16～3/15日）の所要準備額（１日平均）,72200
170313,,3/14日以降の残り要積立額（積数）,3/14日以降の残り要積立額（積数）,0
170313,,3/14日以降の残り要積立額（１日平均）,3/14日以降の残り要積立額（１日平均）,0
