date,expected_value,preliminary_value,name,confirmed_value
170308,,,,
170308,300,400,銀行券要因,
170308,6200,5900,財政等要因,
170308,6500,6300,資金過不足,
170308,,,国債買入,
170308,,,国庫短期証券買入,
170308,,,国庫短期証券売却,
170308,,,国債買現先,
170308,,,国債売現先,
170308,,,共通担保資金供給（本店）,
170308,,,共通担保資金供給（全店）,
170308,,,ＣＰ買現先,
170308,,,手形売出,
170308,-200,-200,ＣＰ等買入,
170308,,,社債等買入,
170308,700,700,ＥＴＦ買入,
170308,,,Ｊ-ＲＥＩＴ買入,
170308,,,被災地金融機関支援資金供給等,
170308,,,貸出,
170308,500,500,国債補完供給,
170308,,-1600,"-1,600",
170308,,,米ドル資金供給用担保国債供給,
170308,+1000,-600,小計（除く貸出支援基金）,
170308,,,成長基盤強化支援資金供給,
170308,,,貸出増加支援資金供給,
170308,+0,+0,小計（貸出支援基金）,
170308,+1000,-600,合計,
170308,+7500,+5700,当座預金増減,
170308,,3264800,当座預金残高,
170308,,2920500,準備預金残高,
170308,,2461100,積み終了先,
170308,,2461100,超過準備,
170308,,344300,非準預先残高,
170308,,,マネタリーベース,
170308,,積み期間（2/16～3/15日）の所要準備額（積数）,積み期間（2/16～3/15日）の所要準備額（積数）,2020700
170308,,積み期間（2/16～3/15日）の所要準備額（１日平均）,積み期間（2/16～3/15日）の所要準備額（１日平均）,72200
170308,,3/9日以降の残り要積立額（積数）,3/9日以降の残り要積立額（積数）,500
170308,,3/9日以降の残り要積立額（１日平均）,3/9日以降の残り要積立額（１日平均）,100
