date,expected_value,preliminary_value,name,confirmed_value
170307,,,,
170307,500,700,銀行券要因,
170307,3200,2000,財政等要因,
170307,3700,2700,資金過不足,
170307,8000,8000,国債買入,
170307,2500,2500,国庫短期証券買入,
170307,,,国庫短期証券売却,
170307,,,国債買現先,
170307,,,国債売現先,
170307,,,共通担保資金供給（本店）,
170307,,,共通担保資金供給（全店）,
170307,,,ＣＰ買現先,
170307,,,手形売出,
170307,-500,-500,ＣＰ等買入,
170307,,,社債等買入,
170307,,,ＥＴＦ買入,
170307,,,Ｊ-ＲＥＩＴ買入,
170307,,,被災地金融機関支援資金供給等,
170307,,,貸出,
170307,600,600,国債補完供給,
170307,,-500,-500,
170307,,,米ドル資金供給用担保国債供給,
170307,+10600,+10100,小計（除く貸出支援基金）,
170307,,,成長基盤強化支援資金供給,
170307,,,貸出増加支援資金供給,
170307,+0,+0,小計（貸出支援基金）,
170307,+10600,+10100,合計,
170307,+14300,+12800,当座預金増減,
170307,,3259100,当座預金残高,
170307,,2924700,準備預金残高,
170307,,2465000,積み終了先,
170307,,2465000,超過準備,
170307,,334400,非準預先残高,
170307,,,マネタリーベース,
170307,,積み期間（2/16～3/15日）の所要準備額（積数）,積み期間（2/16～3/15日）の所要準備額（積数）,2020700
170307,,積み期間（2/16～3/15日）の所要準備額（１日平均）,積み期間（2/16～3/15日）の所要準備額（１日平均）,72200
170307,,3/8日以降の残り要積立額（積数）,3/8日以降の残り要積立額（積数）,700
170307,,3/8日以降の残り要積立額（１日平均）,3/8日以降の残り要積立額（１日平均）,100
