date,expected_value,preliminary_value,name,confirmed_value
170315,,,,
170315,-500,-400,銀行券要因,
170315,-15600,-14700,財政等要因,
170315,-16100,-15100,資金過不足,
170315,5300,5300,国債買入,
170315,,,国庫短期証券買入,
170315,,,国庫短期証券売却,
170315,,,国債買現先,
170315,,,国債売現先,
170315,,,共通担保資金供給（本店）,
170315,,,共通担保資金供給（全店）,
170315,,,ＣＰ買現先,
170315,,,手形売出,
170315,-1400,-1400,ＣＰ等買入,
170315,,,社債等買入,
170315,,,ＥＴＦ買入,
170315,,,Ｊ-ＲＥＩＴ買入,
170315,,,被災地金融機関支援資金供給等,
170315,,,貸出,
170315,2700,2700,国債補完供給,
170315,,-1800,"-1,800",
170315,,,米ドル資金供給用担保国債供給,
170315,+6600,+4800,小計（除く貸出支援基金）,
170315,,,成長基盤強化支援資金供給,
170315,,,貸出増加支援資金供給,
170315,+0,+0,小計（貸出支援基金）,
170315,+6600,+4800,合計,
170315,-9500,-10300,当座預金増減,
170315,,3267100,当座預金残高,
170315,,2946400,準備預金残高,
170315,,2492100,積み終了先,
170315,,2492100,超過準備,
170315,,320700,非準預先残高,
170315,,,マネタリーベース,
170315,,積み期間（2/16～3/15日）の所要準備額（積数）,積み期間（2/16～3/15日）の所要準備額（積数）,2020800
170315,,積み期間（2/16～3/15日）の所要準備額（１日平均）,積み期間（2/16～3/15日）の所要準備額（１日平均）,72200
